material_name,cell_volume,cell_a,cell_b,cell_c,cell_alpha,cell_beta,cell_gamma,density,num_sites,cell_length_ratio_max,cell_length_std,cell_sphericity,num_elements,total_atoms,element_diversity,avg_atomic_mass,total_mass,mass_std,avg_electronegativity,electronegativity_std,electronegativity_range,alkali_fraction,has_alkali,alkaline_earth_fraction,has_alkaline_earth,transition_3d_fraction,has_transition_3d,transition_4d_fraction,has_transition_4d,transition_5d_fraction,has_transition_5d,lanthanide_fraction,has_lanthanide,post_transition_fraction,has_post_transition,metal_fraction,nonmetal_fraction,carbon_content,n_o_ratio,heteroatom_content,max_pore_diameter,largest_free_sphere,clean_material_name,purity,recovery,efficiency,score
DDEC_ZNGLUD01,-1.584454335432962,-0.0305694730359547,-1.5051133964371048,-1.5891037640186445,-0.1512576425816896,0.0602760063169873,-0.0096119702418266,1.1873907038038427,-0.6360561518766492,-0.1678843191632787,-0.3476025588241028,-0.1328761254253561,0.4838856133697045,-0.6360561518766492,0.5387273266955889,-0.7001613186447836,-0.6931692226084667,-0.9180397361605612,-0.7420002142471198,-0.8251394747004908,-0.9438407196886938,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,0.3530112518027997,0.3963516047584449,0.0,0.0,0.0,0.0,0.0,0.0,-0.2447633402406729,-0.2983793000147052,0.1015801005010234,-0.1015801005010227,-1.165099178468475,-0.285099515955226,0.2064814807112344,-1.7000138369895883,-1.063632248117428,ZNGLUD01,0.9950300409593847,0.9395877729083132,0.055488702365170416,0.4879660649145633
DDEC_ZNGLUD,-1.541541972575864,-0.0023538632459779,-1.4833420614650288,-1.5721822778050374,-0.1512576425816896,0.0602760063169873,-0.0096119702418266,1.1021020377062964,-0.6360561518766492,-0.1696247962001904,-0.3427734598360999,-0.1308823397528751,0.4838856133697045,-0.6360561518766492,0.5387273266955889,-0.7001613186447836,-0.6931692226084667,-0.9180397361605612,-0.7420002142471198,-0.8251394747004908,-0.9438407196886938,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,0.3530112518027997,0.3963516047584449,0.0,0.0,0.0,0.0,0.0,0.0,-0.2447633402406729,-0.2983793000147052,0.1015801005010234,-0.1015801005010227,-1.165099178468475,-0.285099515955226,0.2064814807112344,-1.6352248976556143,-1.0357958780371992,ZNGLUD,0.9923288718517107,0.9338189374269931,0.05634555378818082,0.48604985975676024
DDEC_QOVWOO,0.3758237068154973,-0.3559019106957878,0.0442907739189508,0.4018684943171903,-0.1512576425816896,0.595318400271866,-0.0096119702418266,1.2604227363112988,0.6125622771376935,-0.0025223596608877,0.071619851068268,-0.2220530140789214,-0.9698935320612044,0.6125622771376935,-0.9627997256238428,1.094641355368081,1.0354856071585354,0.6267320573849796,1.0869180835963783,0.5021261137173688,0.4271676927699595,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,-1.319687131281157,-2.5230123657741874,0.0,0.0,0.0,0.0,0.0,0.0,2.2271967506642825,3.3514389233794577,0.1015801005010234,-0.1015801005010227,0.3733765771320774,-0.298462371673629,0.2064814807112344,-1.7634573568554224,-0.9495266978878738,QOVWOO,0.9967541344983589,0.9024751328449119,0.04861655646213779,0.4807030516996082
DDEC_RIYDEJ,-1.7715527535684417,-1.3008952817081691,-1.4771356062714958,-0.9006445140554508,-0.1512576425816896,0.0602760063169873,-0.0096119702418266,0.1245545247959598,-0.8788430686294382,-0.3132492266059342,-0.4021637995442943,-0.1047839916413811,0.4838856133697045,-0.8788430686294382,1.1427899339505327,-0.9641019960142208,-1.3758432258264488,-0.9173804885110464,-0.9566213334056232,-0.898657336332672,-0.8803518538108605,5.953069568863191,8.215838362577491,-0.2143321465930949,-0.2285330228871162,-1.319687131281157,-2.5230123657741874,0.0,0.0,0.0,0.0,0.0,0.0,-0.2447633402406729,-0.2983793000147052,-0.5619898686490914,0.5619898686490942,0.0904385071365736,-0.2806452307157583,0.1899800314458773,-1.4448445961198115,-1.032922504766137,RIYDEJ,0.9755416010170062,0.8805192140821064,0.05186852361736971,0.47011149499264593
DDEC_HIWXER,0.2182783713612727,0.7989036927332397,1.0350436002044394,-0.8259957822683568,-1.443882442471873,-1.4998466252926617,-2.109027395856564,3.5641383102529445,0.5431945866368967,-0.450623659517728,-0.3851611256065632,0.0729469173903148,0.4838856133697045,0.5431945866368967,-0.676794572801094,1.4002164999002822,1.69565936226793,2.6100255451592926,0.4734851556960806,1.0075902130500616,0.9707728208852344,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,2.981537282363304,0.3963516047584449,0.0,0.0,0.0,0.0,0.0,0.0,-0.2447633402406729,-0.2983793000147052,2.850655686980071,-2.8506556869800668,-2.6742706339623505,-0.0579309687423746,3.228132576187592,-1.5917869957800088,-0.9333877669442572,HIWXER,0.998689593448719,0.8458172159417257,0.019524214592262588,0.4689609187006832
DDEC_DEBNUU,-1.6443514059029418,0.4406312104566553,-1.5275021274755547,-1.7314160258219091,1.2493551883078446,0.0602760063169873,-0.0096119702418266,1.330615783968501,-1.0522622948814302,0.2470094312508701,0.1102899292911029,-0.9393163927045396,-0.9698935320612044,-1.0522622948814302,1.0392363441353991,-0.4667730630262013,-0.6838878222068382,-0.7856295260297756,-0.8244159610133176,-0.4568061533021507,-0.5681738819599464,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,-1.319687131281157,-2.5230123657741874,0.0,0.0,0.0,0.0,0.0,0.0,5.317146864295477,3.3514389233794577,2.2883447715639025,-2.2883447715639003,-1.4215118044019004,-0.298462371673629,2.47955611701415,-1.57631657615253,-0.957661879309888,DEBNUU,0.9450886285206789,0.9237693731641867,0.013033278579290706,0.46836539636430374
DDEC_LIBJAJ,0.680403155298573,0.3230442970993575,0.2263898785094563,0.1771070143929689,-0.1512576425816896,0.0602760063169873,0.4237966651215192,0.0255309909961211,1.3062391821456616,-0.7089313130580639,-0.5868951761470262,0.7146797001048046,-0.9698935320612044,1.3062391821456616,-1.1804123419020214,0.6655974344392895,0.6904057336612526,0.3850185237245451,1.6404797598121146,0.8038397114305361,0.709210396485312,-0.1104507291135596,-0.1217161238900368,3.718056198857679,4.3757352323386085,-1.319687131281157,-2.5230123657741874,0.0,0.0,0.0,0.0,0.0,0.0,-0.2447633402406729,-0.2983793000147052,-0.2787267988142597,0.2787267988142621,-0.5184934261146196,-0.298462371673629,-0.688184051197465,-1.5768258973571674,-0.8517005747713419,LIBJAJ,0.9325447539383461,0.942199252607303,0.01264969320288639,0.468283284072028
DDEC_NOQLOV,0.6030015850113728,0.9437221997699726,0.985982215291259,-0.3502074631864031,-0.6726793512966459,-1.344548221243394,-2.1885388381939443,2.05003175315487,0.8900330391408808,-0.906265414819036,-0.8834686593187419,0.7514941477184193,0.4838856133697045,0.8900330391408808,-0.8376724712638901,1.177983971344844,1.5424032826005611,1.6996203968222392,0.880461226031225,1.0876673456703472,1.2639333905146772,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,-1.319687131281157,-2.5230123657741874,0.0,0.0,0.0,0.0,0.0,0.0,1.9800007415737872,3.3514389233794577,-0.0733610731840067,0.0733610731840069,-1.4215118044019004,-0.2917809438144275,1.689961769666822,-1.5465822984409905,-1.0026478463265522,NOQLOV,0.9888085413573503,0.8474139402622456,0.05393483203987777,0.4675798335132391
DDEC_PEKKAS,-0.0482022014971669,1.1753526708365247,0.9753891350505264,-1.5048641913465552,-0.1512576425816896,0.0602760063169873,2.271485119821405,1.4912983884729658,-0.532004616125454,0.369113142702116,0.4331978901738732,-0.1889107469367407,-2.4236726774921133,-0.532004616125454,-0.5777927891316808,1.5390717387607291,0.7641587703463035,0.0125283026801058,0.5482005193685509,0.732769558940334,0.5108442625444313,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,-1.319687131281157,-2.5230123657741874,0.0,0.0,0.0,0.0,0.0,0.0,3.177950631781573,3.3514389233794577,0.774430768520371,-0.7744307685203675,-0.8889625043863244,-0.298462371673629,3.114544578167597,-1.378216879756143,-0.7923477413993657,PEKKAS,0.9724080188495894,0.8534781508148569,0.06331875376169993,0.4644226681068156
DDEC_FUFREE,-0.613548530154292,0.3683861258548779,-1.5564547535354352,-0.4291236221293176,-0.1512576425816896,0.0602760063169873,-0.0096119702418266,0.702873422247644,-0.2892176993726651,0.3008578569066064,0.1420059159652024,0.2601982398220059,0.4838856133697045,-0.2892176993726651,-0.0053042139998575,-0.3685158722195967,-0.0732312948992222,-0.5197220858298793,-0.3805460873415598,-0.5312405094180922,-0.3633710888056446,-0.1104507291135596,-0.1217161238900368,-0.2143321465930949,-0.2285330228871162,-0.0106188314763213,0.3963516047584449,0.0,0.0,0.0,0.0,0.0,0.0,-0.2447633402406729,-0.2983793000147052,-0.2787267988142597,0.2787267988142621,0.2841895768074078,-0.2583738045184199,0.4353494074785761,-1.1832518158483225,-0.9001218997366895,FUFREE,0.964232479820007,0.8698535107124219,0.0226615567767774,0.46349721916626
